uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
1eafb803617a11f092868878734f76cf,70,Robin,80,Physical,For Tomorrow's Journey,80.0,4,10,10,10,3762.17,4020.584,1065.305,114.8,5.0,107.024,0.0,0.0,24.439,19.008,15.552,29.808,7.8,11.664,6.912,18.9,0.0,57.024,19.008,15.552,29.808,ATK,ATK,ATK,Energy Regeneration Rate,"Musketeer of Wild Wheat, Prisoner in Deep Confinement",Sprightly Vonwacq
1eafb803617a11f092868878734f76cf,70,Acheron,80,Lightning,Along the Passing Shore,80.0,6,10,10,10,3300.069,3515.954,965.844,131.232,58.248,214.976,8.0,0.0,0.0,3.456,11.664,22.032,5.2,15.12,7.776,10.8,16.848,104.976,3.456,11.664,22.032,CRIT Rate,SPD,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1eafb803617a11f092868878734f76cf,70,Fugue,80,Fire,Good Night and Sleep Well,80.0,1,8,10,8,4093.515,1568.183,1056.563,151.752,5.0,81.104,0.0,0.0,0.0,33.696,69.984,194.024,4.6,8.208,11.232,18.9,0.0,31.104,33.696,26.784,73.224,Effect Hit Rate,SPD,HP,Break Effect,"Iron Cavalry Against the Scourge, Thief of Shooting Meteor",Forge of the Kalpagni Lantern
1eafb803617a11f092868878734f76cf,70,Dr. Ratio,80,Imaginary,Cruising in the Stellar Sea,80.0,6,10,10,10,3066.487,3432.132,1130.408,108.2,85.812,125.816,38.88,0.0,0.0,11.664,7.776,12.96,5.2,12.096,14.688,0.0,20.412,75.816,11.664,7.776,12.96,CRIT Rate,ATK,Imaginary DMG Boost,ATK,"Pioneer Diver of Dead Waters, Flex",Inert Salsotto
1eafb803617a11f092868878734f76cf,70,Aventurine,80,Imaginary,Trend of the Universal Market,80.0,6,10,10,10,3527.167,1247.856,4097.786,136.232,10.184,83.696,14.4,0.0,0.0,52.768,14.688,16.848,5.2,22.896,0.0,23.76,5.184,33.696,42.768,14.688,16.848,DEF,SPD,DEF,DEF,Knight of Purity Palace,Belobog of the Architects
1eafb803617a11f092868878734f76cf,70,Luocha,80,Imaginary,Perfect Timing,80.0,5,7,9,8,4540.845,3196.194,1045.155,103.3,18.608,132.944,0.0,44.561,0.0,37.664,7.776,17.496,2.3,8.64,19.008,14.58,13.608,82.944,11.664,7.776,17.496,Outgoing Healing Boost,HP,ATK,ATK,Passerby of Wandering Cloud,Broken Keel
1eafb803617a11f092868878734f76cf,70,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,,,6,10,10,10,2286.234,1515.265,520.279,133.152,65.6,149.144,61.28,0.0,0.0,31.536,7.776,0.0,0.0,17.28,0.0,23.22,16.2,99.144,31.536,7.776,0.0,CRIT Rate,SPD,Imaginary DMG Boost,ATK,Musketeer of Wild Wheat,
1eafb803617a11f092868878734f76cf,70,Welt,80,Imaginary,Resolution Shines As Pearls of Sweat,80.0,6,10,10,10,2077.992,1404.426,840.105,102.0,5.0,50.0,14.4,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1eafb8d6617a11f0989f8878734f76cf,70,Phainon,80,Physical,Thus Burns the Dawn,80.0,6,10,10,10,3257.042,2912.437,1178.619,111.0,72.728,201.148,38.88,0.0,0.0,15.12,22.896,11.664,0.0,3.456,10.8,0.0,55.728,33.048,15.12,22.896,11.664,CRIT DMG,ATK,Physical DMG Boost,ATK,Wavestrider Captain,Arcadia of Woven Dreams
1eafb8d6617a11f0989f8878734f76cf,70,Robin,80,Physical,But the Battle Isn't Over,80.0,1,10,10,10,3909.63,4082.334,1266.426,122.92,16.34,83.048,0.0,0.0,34.439,4.32,6.912,18.792,9.8,11.664,34.992,27.54,11.34,33.048,4.32,6.912,18.792,ATK,ATK,ATK,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Musketeer of Wild Wheat","Lushaka, the Sunken Seas"
1eafb8d6617a11f0989f8878734f76cf,70,Sunday,80,Imaginary,A Grounded Ascent,80.0,1,10,10,10,3531.677,1761.126,2377.459,135.692,5.0,209.124,0.0,0.0,24.439,16.32,11.232,0.0,8.9,12.528,12.096,46.44,0.0,57.024,4.32,11.232,0.0,CRIT DMG,SPD,DEF,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1eafb8d6617a11f0989f8878734f76cf,70,Sparkle,80,Quantum,Past and Future,70.0,1,10,10,10,3390.299,1783.315,1038.369,148.492,18.608,195.824,0.0,0.0,8.11,22.528,8.208,6.48,16.4,7.344,8.64,16.2,13.608,57.024,12.528,8.208,6.48,CRIT DMG,SPD,ATK,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Flex","Lushaka, the Sunken Seas"
1eafb8d6617a11f0989f8878734f76cf,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80.0,3,10,10,9,5573.485,1446.544,1227.784,88.32,52.964,192.924,10.0,0.0,19.439,22.464,3.456,36.288,0.0,32.832,11.664,9.18,35.964,40.824,22.464,3.456,36.288,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1eafb8d6617a11f0989f8878734f76cf,70,Ruan Mei,80,Ice,Memories of the Past,80.0,1,9,10,10,3908.557,2109.668,1192.82,164.472,5.0,50.0,0.0,0.0,24.439,19.008,7.344,163.932,24.2,4.32,19.008,19.44,0.0,0.0,19.008,7.344,70.632,HP,SPD,ATK,Energy Regeneration Rate,Messenger Traversing Hackerspace,"Lushaka, the Sunken Seas"
1eafb9a7617a11f0a9b18878734f76cf,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80.0,2,10,10,8,5253.048,1511.318,1311.903,88.32,50.372,204.588,10.0,0.0,19.439,8.208,0.0,40.176,0.0,15.12,14.256,10.26,33.372,52.488,8.208,0.0,40.176,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1eafb9a7617a11f0a9b18878734f76cf,70,Blade,80,Wind,The Unreachable Side,80.0,6,10,10,10,7892.541,1682.267,1031.607,101.0,56.06,208.112,38.88,0.0,0.0,17.776,0.0,11.664,4.0,12.528,15.12,19.44,21.06,93.312,7.776,0.0,11.664,CRIT DMG,HP,Wind DMG Boost,HP,Longevous Disciple,Bone Collection's Serene Demesne
1eafb9a7617a11f0a9b18878734f76cf,70,Ruan Mei,80,Ice,Memories of the Past,80.0,3,10,10,10,4027.102,1557.549,1765.239,147.472,17.636,50.0,0.0,0.0,24.439,7.344,11.232,184.148,7.2,4.32,11.232,9.72,12.636,0.0,7.344,11.232,97.848,HP,SPD,DEF,Energy Regeneration Rate,Messenger Traversing Hackerspace,"Penacony, Land of the Dreams"
1eafb9a7617a11f0a9b18878734f76cf,70,Aventurine,80,Imaginary,Moment of Victory,80.0,4,10,10,10,3900.046,1537.396,4394.286,148.232,18.932,61.664,14.4,0.0,0.0,27.344,47.328,0.0,17.2,32.832,15.552,9.72,13.932,11.664,7.344,23.328,0.0,DEF,SPD,DEF,DEF,Knight of Purity Palace,Broken Keel
1eafb9a7617a11f0a9b18878734f76cf,70,Sunday,80,Imaginary,A Grounded Ascent,80.0,6,10,10,10,3226.007,1914.446,1974.118,157.892,5.0,187.74,0.0,0.0,24.439,32.688,4.32,23.328,31.1,0.0,29.808,15.66,0.0,35.64,14.688,4.32,23.328,CRIT DMG,SPD,DEF,Energy Regeneration Rate,Sacerdos' Relived Ordeal,"Lushaka, the Sunken Seas"
1eafb9a7617a11f0a9b18878734f76cf,70,Archer,80,Quantum,The Hell Where Ideals Burn,80.0,4,10,7,6,3340.264,2830.882,1357.278,105.0,100.176,137.48,71.28,0.0,0.0,3.888,0.0,0.0,0.0,11.664,0.0,24.84,32.076,87.48,3.888,0.0,0.0,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
1eafb9a7617a11f0a9b18878734f76cf,70,Dan Heng â€¢ Imbibitor Lunae,80,Imaginary,Under the Blue Sky,80.0,6,10,10,10,3413.887,2799.127,800.191,102.0,63.656,119.984,71.28,0.0,0.0,4.32,26.784,0.0,0.0,8.208,15.984,9.72,14.256,69.984,4.32,26.784,0.0,CRIT Rate,ATK,Imaginary DMG Boost,,"Musketeer of Wild Wheat, Wastelander of Banditry Desert",
1eafba75617a11f098d48878734f76cf,70,The Herta,80,Ice,Into the Unreachable Veil,80.0,6,10,10,10,2913.846,3285.885,1123.755,113.8,75.544,205.52,61.28,0.0,0.0,7.776,0.0,17.496,9.8,4.32,3.888,10.26,50.544,90.72,7.776,0.0,17.496,CRIT DMG,ATK,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1eafba75617a11f098d48878734f76cf,70,Tribbie,80,Quantum,If Time Were a Flower,80.0,6,10,10,10,6952.482,1557.339,1173.131,88.32,68.74,188.748,10.0,0.0,19.439,18.144,7.776,5.832,0.0,28.08,7.344,4.32,43.74,65.448,18.144,7.776,5.832,HP,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Inert Salsotto
1eafba75617a11f098d48878734f76cf,70,Robin,80,Physical,But the Battle Isn't Over,80.0,6,10,10,10,4171.72,4203.428,1108.445,128.0,14.072,62.312,0.0,0.0,34.439,0.0,23.76,5.832,21.0,19.44,31.536,15.12,9.072,12.312,0.0,23.76,5.832,ATK,ATK,ATK,Energy Regeneration Rate,"Prisoner in Deep Confinement, The Wind-Soaring Valorous","Lushaka, the Sunken Seas"
1eafba75617a11f098d48878734f76cf,70,Saber,80,Wind,A Thankless Coronation,80.0,6,10,10,10,3352.589,2361.287,1279.344,135.232,62.808,232.448,61.28,0.0,0.0,11.664,0.0,12.312,9.2,7.344,25.056,0.0,29.808,81.648,11.664,0.0,12.312,CRIT DMG,SPD,Wind DMG Boost,ATK,Scholar Lost in Erudition,Inert Salsotto
1eafba75617a11f098d48878734f76cf,70,Archer,80,Quantum,The Hell Where Ideals Burn,80.0,6,10,10,10,3316.558,2874.576,1145.546,109.0,98.78,130.352,61.28,0.0,0.0,11.232,11.664,5.184,4.0,7.344,3.456,0.0,22.68,80.352,11.232,11.664,5.184,CRIT Rate,ATK,Quantum DMG Boost,ATK,Scholar Lost in Erudition,Rutilant Arena
1eafba75617a11f098d48878734f76cf,70,Jade,80,Quantum,Yet Hope Is Priceless,80.0,6,10,10,10,3286.307,3108.787,1224.589,94.76,66.908,162.104,71.28,0.0,0.0,14.32,4.32,10.368,0.0,15.552,3.888,14.04,37.908,47.304,4.32,4.32,10.368,CRIT DMG,ATK,Quantum DMG Boost,ATK,Poet of Mourning Collapse,Inert Salsotto
1eafba75617a11f098d48878734f76cf,70,Anaxa,80,Wind,Life Should Be Cast to Flames,80.0,6,10,10,10,3254.015,3061.185,1267.689,137.832,87.308,118.688,32.4,0.0,0.0,7.344,7.776,0.0,15.8,18.576,3.888,13.5,37.908,68.688,7.344,7.776,0.0,CRIT Rate,SPD,ATK,ATK,Eagle of Twilight Line,Izumo Gensei and Takama Divine Realm
1eafba75617a11f098d48878734f76cf,70,Yunli,80,Physical,Dance at Sunset,80.0,6,10,10,10,3629.256,3378.655,1177.899,94.0,90.824,175.424,38.88,0.0,0.0,7.776,8.208,23.328,0.0,0.0,8.64,15.12,32.724,89.424,7.776,8.208,23.328,CRIT Rate,ATK,Physical DMG Boost,ATK,The Wind-Soaring Valorous,Inert Salsotto
1eafbb3d617a11f096f18878734f76cf,70,Castorice,80,Quantum,Make Farewells More Beautiful,80.0,2,10,10,10,9322.239,1582.073,1239.213,87.4,48.324,187.716,24.4,0.0,0.0,4.32,7.344,17.496,0.0,22.896,15.12,29.7,24.624,59.616,4.32,7.344,17.496,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1eafbb3d617a11f096f18878734f76cf,70,Rappa,80,Imaginary,Ninjutsu Inscription: Dazzling Evilbreaker,80.0,6,10,10,10,3151.169,2948.585,1248.241,130.032,42.908,62.312,0.0,0.0,0.0,11.664,22.896,258.676,0.0,15.984,16.416,20.52,5.508,12.312,11.664,22.896,72.576,CRIT Rate,SPD,ATK,Break Effect,Thief of Shooting Meteor,Talia: Kingdom of Banditry
1eafbb3d617a11f096f18878734f76cf,70,The Herta,80,Ice,Today Is Another Peaceful Day,80.0,4,10,10,10,3075.933,2227.034,1026.631,144.832,58.796,99.896,61.28,0.0,19.439,0.0,0.0,29.16,15.8,7.344,27.648,23.76,9.396,49.896,0.0,0.0,29.16,CRIT Rate,SPD,Ice DMG Boost,Energy Regeneration Rate,Scholar Lost in Erudition,"Sigonia, the Unclaimed Desolation"
1eafbb3d617a11f096f18878734f76cf,70,Mydei,80,Imaginary,A Secret Vow,80.0,1,10,10,10,8275.532,1486.251,660.755,125.032,25.636,154.044,40.0,0.0,0.0,0.0,0.0,18.144,0.0,22.896,19.872,23.76,12.636,66.744,0.0,0.0,18.144,HP,SPD,HP,HP,Scholar Lost in Erudition,Bone Collection's Serene Demesne
1eafbb3d617a11f096f18878734f76cf,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80.0,4,10,10,10,5738.546,1513.429,1614.975,90.92,44.96,163.856,10.0,0.0,0.0,0.0,34.56,28.512,2.6,0.0,20.736,38.34,37.26,30.456,0.0,34.56,28.512,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1eafbb3d617a11f096f18878734f76cf,70,Feixiao,80,Wind,I Venture Forth to Hunt,80.0,4,10,10,10,3463.534,2764.99,1299.654,139.332,70.608,101.84,38.88,0.0,0.0,3.456,0.0,11.016,2.3,20.304,19.872,14.58,5.508,51.84,3.456,0.0,11.016,CRIT Rate,SPD,Wind DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1eafbc0e617a11f09adb8878734f76cf,70,Ruan Mei,80,Ice,Memories of the Past,80.0,4,10,10,10,4281.032,1762.433,1809.692,149.772,5.0,61.664,0.0,0.0,19.439,7.344,11.664,183.172,9.5,15.984,19.008,14.04,0.0,11.664,7.344,11.664,73.872,HP,SPD,DEF,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Thief of Shooting Meteor",Fleet of the Ageless
1eafbc0e617a11f09adb8878734f76cf,70,Feixiao,80,Wind,I Venture Forth to Hunt,80.0,3,10,10,10,3182.365,2769.379,1017.938,157.132,85.304,135.536,38.88,0.0,0.0,0.0,8.208,16.848,20.1,15.984,7.776,4.86,14.904,85.536,0.0,8.208,16.848,CRIT Rate,SPD,Wind DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1eafbc0e617a11f09adb8878734f76cf,70,Huohuo,80,Wind,Night of Fright,80.0,5,10,10,10,5961.256,1789.155,1227.97,139.232,10.508,65.552,0.0,44.561,31.439,45.648,0.0,34.992,11.2,22.464,20.304,16.2,5.508,15.552,27.648,0.0,34.992,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Passerby of Wandering Cloud,Fleet of the Ageless
1eafbc0e617a11f09adb8878734f76cf,70,Kafka,80,Lightning,Patience Is All You Need,80.0,6,10,10,10,3522.298,3683.194,1102.191,143.732,17.312,62.96,62.88,0.0,0.0,23.328,39.168,11.664,18.7,15.984,22.464,4.86,12.312,12.96,23.328,21.168,11.664,ATK,SPD,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
1eafbc0e617a11f09adb8878734f76cf,70,Jingliu,80,Ice,I Shall Be My Own Sword,80.0,6,10,10,10,6593.459,1663.098,1186.819,140.932,41.512,129.98,38.88,0.0,0.0,0.0,11.664,18.792,10.9,59.616,3.888,34.56,23.328,22.68,0.0,11.664,18.792,CRIT Rate,SPD,Ice DMG Boost,HP,Scholar Lost in Erudition,Bone Collection's Serene Demesne
1eafbc0e617a11f09adb8878734f76cf,70,Acheron,80,Lightning,Along the Passing Shore,80.0,6,10,10,10,3238.263,3629.059,940.175,134.932,76.068,177.392,8.0,0.0,0.0,16.848,7.776,12.312,8.9,12.096,16.416,10.26,34.668,67.392,16.848,7.776,12.312,CRIT Rate,SPD,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1eafbc0e617a11f09adb8878734f76cf,70,Robin,80,Physical,But the Battle Isn't Over,80.0,4,10,10,10,4260.242,4139.64,1316.887,122.5,18.932,61.016,0.0,0.0,29.439,7.344,3.456,12.312,15.5,10.368,35.856,28.62,13.932,11.016,7.344,3.456,12.312,ATK,ATK,ATK,Energy Regeneration Rate,"Musketeer of Wild Wheat, Prisoner in Deep Confinement",Fleet of the Ageless
1eafbc0e617a11f09adb8878734f76cf,70,Luocha,80,Imaginary,Perfect Timing,80.0,4,10,8,10,4023.771,2838.023,990.265,140.692,13.424,72.68,0.0,44.561,19.439,31.888,7.776,6.48,8.6,7.776,20.736,4.86,8.424,22.68,3.888,7.776,6.48,Outgoing Healing Boost,SPD,ATK,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Passerby of Wandering Cloud",Fleet of the Ageless
1eafbce3617a11f0b6918878734f76cf,70,Acheron,80,Lightning,Along the Passing Shore,80.0,7,12,12,12,3315.07,3592.617,955.013,105.3,60.192,244.784,46.88,0.0,0.0,3.456,0.0,6.48,4.3,14.256,12.096,14.58,51.192,69.984,3.456,0.0,6.48,CRIT DMG,ATK,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1eafbce3617a11f0b6918878734f76cf,70,Robin,80,Physical,Flowing Nightglow,80.0,6,10,10,10,3489.958,4508.287,1026.474,142.9,15.692,75.272,0.0,0.0,24.439,15.552,8.208,12.96,35.9,3.456,39.744,0.0,10.692,25.272,15.552,8.208,12.96,ATK,ATK,ATK,Energy Regeneration Rate,"Hero of Triumphant Song, The Wind-Soaring Valorous",Sprightly Vonwacq
1eafbce3617a11f0b6918878734f76cf,70,Feixiao,80,Wind,I Venture Forth to Hunt,80.0,6,10,10,10,2889.594,2832.773,1091.666,137.032,77.204,202.928,38.88,0.0,0.0,3.456,0.0,29.16,0.0,3.888,15.984,4.32,39.204,88.128,3.456,0.0,29.16,CRIT DMG,SPD,Wind DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1eafbce3617a11f0b6918878734f76cf,70,Trailblazer,80,Ice,Memory's Curtain Never Falls,80.0,2,9,6,9,4803.455,1742.261,1599.331,174.892,10.508,104.796,0.0,0.0,24.439,34.128,8.64,5.184,34.5,19.872,15.552,0.0,5.508,17.496,34.128,8.64,5.184,DEF,SPD,HP,Energy Regeneration Rate,Eagle of Twilight Line,"Lushaka, the Sunken Seas"
1eafbce3617a11f0b6918878734f76cf,70,Herta,80,Ice,Geniuses' Repose,80.0,5,12,11,12,2600.933,2573.748,1342.055,125.032,38.76,210.056,61.28,0.0,0.0,7.344,12.528,5.184,0.0,3.456,19.44,35.1,21.06,95.256,7.344,12.528,5.184,CRIT DMG,SPD,Ice DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1eafbdaa617a11f08bf08878734f76cf,70,Castorice,80,Quantum,Make Farewells More Beautiful,80.0,6,10,10,10,9058.11,1427.077,1212.751,87.4,57.396,202.62,24.4,0.0,0.0,11.664,27.216,5.184,0.0,16.416,0.0,35.1,33.696,74.52,11.664,27.216,5.184,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1eafbdaa617a11f08bf08878734f76cf,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80.0,6,10,10,10,5018.331,1569.175,1333.52,92.92,55.232,183.852,10.0,0.0,19.439,29.376,12.528,0.0,4.6,0.0,18.576,13.5,38.232,31.752,29.376,12.528,0.0,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1eafbdaa617a11f08bf08878734f76cf,70,Phainon,80,Physical,On the Fall of an Aeon,80.0,6,10,10,10,3600.925,2574.902,1207.244,104.2,88.28,174.58,38.88,0.0,0.0,15.12,3.456,0.0,5.2,6.912,3.456,9.72,38.88,71.28,15.12,3.456,0.0,CRIT Rate,ATK,Physical DMG Boost,ATK,Wavestrider Captain,Arcadia of Woven Dreams
1eafbdaa617a11f08bf08878734f76cf,70,Seele,80,Quantum,,,5,9,9,9,1902.309,1876.568,464.342,132.0,57.488,162.576,48.88,0.0,0.0,7.776,8.64,16.848,17.0,20.304,11.664,0.0,20.088,72.576,7.776,8.64,16.848,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Celestial Differentiator
1eafbdaa617a11f08bf08878734f76cf,70,Blade,80,Wind,,,6,4,8,8,3258.891,1035.922,645.82,134.132,51.552,175.712,38.88,0.0,0.0,17.776,0.0,17.496,12.1,0.0,12.096,24.84,39.852,60.912,7.776,0.0,17.496,CRIT DMG,SPD,Wind DMG Boost,HP,Longevous Disciple,
1eafbdaa617a11f08bf08878734f76cf,70,Kafka,80,Lightning,Good Night and Sleep Well,80.0,4,10,10,7,3195.362,3104.057,1000.197,144.632,7.916,50.0,48.88,0.0,0.0,22.464,45.648,53.136,19.6,12.096,13.824,20.52,2.916,0.0,22.464,27.648,53.136,ATK,SPD,Lightning DMG Boost,ATK,Band of Sizzling Thunder,
1eafbdaa617a11f08bf08878734f76cf,70,Silver Wolf,80,Quantum,,,1,8,8,5,1047.816,729.978,460.845,107.0,5.0,50.0,3.2,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1eafbdaa617a11f08bf08878734f76cf,70,Topaz & Numby,80,Fire,Only Silence Remains,80.0,1,9,7,8,2989.553,2401.154,910.318,137.332,56.528,167.936,64.88,0.0,0.0,6.912,11.232,29.16,2.3,11.232,8.208,0.0,39.528,53.136,6.912,11.232,29.16,CRIT DMG,SPD,Fire DMG Boost,ATK,"Firesmith of Lava-Forging, The Ashblazing Grand Duke",
1eafbe70617a11f0958d8878734f76cf,70,Ruan Mei,80,Ice,Past Self in Mirror,80.0,6,10,10,10,3963.56,1625.163,1907.881,164.832,7.916,96.656,0.0,0.0,24.439,11.232,7.344,185.876,30.8,0.0,3.456,9.72,2.916,46.656,11.232,7.344,72.576,HP,SPD,DEF,Energy Regeneration Rate,"Watchmaker, Master of Dream Machinations",Sprightly Vonwacq
1eafbe70617a11f0958d8878734f76cf,70,The Herta,80,Ice,Into the Unreachable Veil,80.0,6,10,10,10,3004.451,3128.558,1153.097,133.032,70.036,169.88,61.28,0.0,0.0,0.0,0.0,11.016,4.0,0.0,38.016,17.82,45.036,55.08,0.0,0.0,11.016,CRIT DMG,SPD,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1eafbe70617a11f0958d8878734f76cf,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80.0,6,10,10,10,5912.337,1351.585,1447.932,207.332,18.932,90.824,0.0,0.0,19.439,21.888,6.912,15.552,25.3,31.536,15.552,24.84,13.932,40.824,3.888,6.912,15.552,HP,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1eafbe70617a11f0958d8878734f76cf,70,Kafka,80,Lightning,Patience Is All You Need,80.0,5,10,10,10,3139.258,4367.643,1128.875,136.5,16.664,73.328,62.88,0.0,0.0,23.76,30.096,5.184,36.5,3.456,36.72,10.8,11.664,23.328,23.76,12.096,5.184,ATK,ATK,Lightning DMG Boost,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
1eafbe70617a11f0958d8878734f76cf,70,Fu Xuan,80,Quantum,She Already Shut Her Eyes,80.0,6,10,10,10,9888.826,1435.161,1645.045,138.232,30.18,61.664,0.0,0.0,12.0,10.0,16.416,11.016,13.2,28.944,15.552,38.34,6.48,11.664,0.0,16.416,11.016,HP,SPD,HP,HP,"Guard of Wuthering Snow, Longevous Disciple",Fleet of the Ageless
1eafbe70617a11f0958d8878734f76cf,70,Tribbie,80,Quantum,If Time Were a Flower,80.0,6,10,10,10,5949.191,1594.273,1256.864,88.32,69.488,228.276,10.0,0.0,19.439,0.0,0.0,36.288,0.0,7.776,8.64,10.26,52.488,40.176,0.0,0.0,36.288,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1eafbe70617a11f0958d8878734f76cf,70,Bronya,80,Wind,But the Battle Isn't Over,80.0,6,10,12,12,4261.207,1760.557,1218.899,148.372,10.508,225.632,22.4,0.0,29.439,52.832,0.0,23.976,18.4,0.0,12.96,18.9,5.508,86.832,32.832,0.0,23.976,CRIT DMG,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, The Wind-Soaring Valorous",Broken Keel
1eafbe70617a11f0958d8878734f76cf,70,Black Swan,80,Wind,Reforged Remembrance,80.0,6,10,10,10,3438.565,3559.264,999.35,153.232,5.0,55.832,14.4,0.0,0.0,23.76,123.872,23.328,26.2,20.304,8.208,5.4,0.0,5.832,23.76,30.672,23.328,Effect Hit Rate,SPD,ATK,ATK,Prisoner in Deep Confinement,Firmament Frontline: Glamoth
1eafbf34617a11f099cc8878734f76cf,70,Rappa,80,Imaginary,Ninjutsu Inscription: Dazzling Evilbreaker,80.0,7,12,12,12,3121.323,3519.547,1123.841,158.492,5.0,86.936,0.0,0.0,0.0,12.96,22.464,219.372,22.7,10.368,24.624,4.32,0.0,36.936,12.96,22.464,25.272,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1eafbf34617a11f099cc8878734f76cf,70,The Herta,80,Ice,Into the Unreachable Veil,80.0,7,12,12,12,3198.853,2977.869,1150.783,133.032,76.416,179.6,61.28,0.0,0.0,0.0,8.208,0.0,4.0,15.984,23.328,15.12,43.416,64.8,0.0,8.208,0.0,CRIT DMG,SPD,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1eafbf34617a11f099cc8878734f76cf,70,Saber,80,Wind,A Thankless Coronation,80.0,7,12,12,12,3598.607,2518.593,1256.059,101.0,65.5,236.496,61.28,0.0,19.439,0.0,0.0,36.288,0.0,12.96,33.696,0.0,40.5,33.696,0.0,0.0,36.288,CRIT DMG,ATK,Wind DMG Boost,Energy Regeneration Rate,Wavestrider Captain,Inert Salsotto
1eafbf34617a11f099cc8878734f76cf,70,Himeko,80,Fire,Before Dawn,80.0,7,12,12,12,3282.431,3230.427,935.627,102.0,71.32,207.2,71.28,0.0,0.0,21.232,20.304,0.0,6.0,20.736,3.888,0.0,25.92,97.2,11.232,20.304,0.0,CRIT Rate,ATK,Fire DMG Boost,ATK,"Firesmith of Lava-Forging, The Ashblazing Grand Duke",Inert Salsotto
1eafbf34617a11f099cc8878734f76cf,70,Aglaea,80,Lightning,Time Woven Into Gold,80.0,7,12,12,12,3261.876,2458.509,1170.064,170.332,67.544,145.056,61.28,0.0,0.0,15.552,0.0,12.96,23.3,4.32,0.0,10.8,18.144,79.056,15.552,0.0,12.96,CRIT Rate,SPD,Lightning DMG Boost,ATK,Hero of Triumphant Song,The Wondrous BananAmusement Park
