uid,player_level,character,char_level,path,light_cone,light_cone_level,attack_lvl,skill_lvl,ultimate_lvl,talent_lvl,HP,ATK,DEF,SPD,CRIT Rate,CRIT DMG,DMG Boost,Outgoing Healing Boost,Energy Regeneration Rate,Effect RES,Effect Hit Rate,Break Effect,SPD sub,HP sub,ATK sub,DEF sub,CRIT Rate sub,CRIT DMG sub,Effect RES sub,Effect Hit Rate sub,Break Effect sub,Body,Feet,Sphere,Rope,relic,ornament
1002440,70,Silver Wolf,80,Quantum,Incessant Rain,80,4,10,10,9,3437.0,2274.574,1330.432,132.032,17.312,73.328,56.88,0.0,19.439,38.88,102.544,11.664,0.0,16.416,27.648,39.42,12.312,23.328,38.88,7.344,11.664,Effect Hit Rate,SPD,Quantum DMG Boost,Energy Regeneration Rate,Genius of Brilliant Stars,Pan-Cosmic Commercial Enterprise
1002440,70,Jingliu,80,Ice,I Shall Be My Own Sword,80,6,10,10,10,3623.657,1715.67,1242.391,133.832,32.894,188.948,48.88,0.0,19.439,28.944,13.997,15.552,3.8,8.208,0.0,24.3,19.894,16.848,28.944,13.997,15.552,CRIT DMG,SPD,Ice DMG Boost,Energy Regeneration Rate,Hunter of Glacial Forest,Rutilant Arena
1002440,70,Black Swan,80,Wind,Those Many Springs,80,6,10,10,10,2937.221,2996.486,1183.354,134.232,25.412,79.16,53.28,0.0,0.0,46.224,143.504,6.48,7.2,7.776,26.784,14.58,20.412,29.16,46.224,20.304,6.48,Effect Hit Rate,SPD,Wind DMG Boost,ATK,Prisoner in Deep Confinement,Pan-Cosmic Commercial Enterprise
1002440,70,Topaz & Numby,80,Fire,Swordplay,80,6,10,10,10,3141.022,2524.041,999.702,116.9,71.98,101.192,61.28,0.0,0.0,24.624,4.32,5.184,6.9,6.912,8.208,9.18,14.58,51.192,24.624,4.32,5.184,CRIT Rate,ATK,Fire DMG Boost,ATK,The Ashblazing Grand Duke,Inert Salsotto
1002441,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,1,10,10,10,7936.376,1575.629,901.052,92.0,64.524,220.116,63.28,0.0,0.0,14.688,3.456,6.48,4.6,16.848,12.096,0.0,40.824,92.016,14.688,3.456,6.48,CRIT DMG,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002441,70,Cyrene,80,Ice,"This Love, Forever",80,6,10,10,10,6658.078,1332.41,1316.081,192.612,49.836,164.412,0.0,0.0,0.0,0.0,10.8,11.664,39.4,23.76,3.888,24.3,28.836,12.312,0.0,10.8,11.664,CRIT DMG,SPD,HP,HP,World-Remaking Deliverer,"Amphoreus, The Eternal Land"
1002441,70,Evernight,80,Ice,To Evernight's Stars,80,1,10,10,10,7029.849,1576.689,1141.117,133.832,62.48,224.004,0.0,0.0,0.0,0.0,19.44,6.48,9.8,3.456,3.456,9.18,30.78,95.904,0.0,19.44,6.48,CRIT DMG,SPD,HP,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1002441,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,4,10,10,10,4763.354,1418.798,1159.83,198.432,8.24,118.04,0.0,34.561,19.439,40.464,19.44,23.328,16.4,20.304,23.328,0.0,3.24,68.04,22.464,19.44,23.328,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1002441,70,Phainon,80,Physical,Thus Burns the Dawn,80,6,10,10,10,3679.833,2984.068,1232.237,111.0,66.472,240.676,38.88,0.0,0.0,3.456,3.456,11.664,0.0,18.144,19.44,10.26,41.472,72.576,3.456,3.456,11.664,CRIT DMG,ATK,Physical DMG Boost,ATK,Wavestrider Captain,Rutilant Arena
1002441,70,Anaxa,80,Wind,Into the Unreachable Veil,80,4,10,10,10,3084.461,3049.321,1192.382,113.7,96.84,130.352,61.28,0.0,0.0,0.0,8.208,27.864,16.7,7.776,7.344,0.0,19.44,80.352,0.0,8.208,27.864,CRIT Rate,ATK,Wind DMG Boost,ATK,Scholar Lost in Erudition,Rutilant Arena
1002441,70,Hysilens,80,Physical,Why Does the Ocean Sing,80,1,10,10,10,3268.422,3171.784,1332.151,135.2,5.0,56.48,38.88,0.0,19.439,8.208,124.736,0.0,19.2,15.552,33.696,40.5,0.0,6.48,8.208,31.536,0.0,Effect Hit Rate,ATK,Physical DMG Boost,Energy Regeneration Rate,Prisoner in Deep Confinement,Revelry by the Sea
1002441,70,Cipher,80,Quantum,Lies Dance on the Breeze,80,6,7,10,7,2750.435,2346.277,1131.698,195.772,28.652,145.904,53.28,0.0,5.0,19.872,14.32,34.992,25.3,0.0,19.872,0.0,23.652,31.104,19.872,4.32,34.992,CRIT DMG,SPD,Quantum DMG Boost,ATK,"Pioneer Diver of Dead Waters, Sacerdos' Relived Ordeal","Lushaka, the Sunken Seas"
1002442,70,Archer,80,Quantum,The Hell Where Ideals Burn,80,6,10,10,8,3488.771,2919.994,1162.185,107.6,78.144,154.976,71.28,0.0,0.0,7.344,11.664,23.328,2.6,28.08,3.888,14.58,42.444,40.176,7.344,11.664,23.328,CRIT DMG,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
1002442,70,Castorice,80,Quantum,"Sweat Now, Cry Less",80,4,10,10,10,6432.18,1648.643,855.292,87.4,88.188,131.988,63.28,0.0,0.0,8.208,15.552,18.792,0.0,12.096,16.416,10.26,20.088,68.688,8.208,15.552,18.792,CRIT Rate,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002442,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80,5,10,10,8,5446.179,1452.052,1432.349,88.32,23.156,190.98,10.0,0.0,19.439,11.232,24.624,27.864,0.0,21.6,7.776,18.9,6.156,38.88,11.232,24.624,27.864,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002442,70,Jade,80,Quantum,Eternal Calculus,80,4,8,8,10,3160.57,3182.535,1141.156,122.8,49.388,92.12,61.28,0.0,0.0,17.344,11.664,23.328,19.8,7.344,15.552,25.92,11.988,42.12,7.344,11.664,23.328,CRIT Rate,ATK,Quantum DMG Boost,ATK,The Ashblazing Grand Duke,"Duran, Dynasty of Running Wolves"
1002442,70,Sparkle,80,Quantum,"Carve the Moon, Weave the Clouds",80,4,10,10,10,4438.173,1422.121,1415.175,139.292,22.172,206.192,0.0,0.0,24.439,26.848,11.664,12.312,7.2,26.352,6.912,0.0,17.172,67.392,16.848,11.664,12.312,CRIT DMG,SPD,DEF,Energy Regeneration Rate,Messenger Traversing Hackerspace,"Lushaka, the Sunken Seas"
1002442,70,Fu Xuan,80,Quantum,Texture of Memories,80,4,10,10,10,7391.616,1453.096,1468.675,100.0,41.196,104.432,0.0,0.0,19.439,70.56,20.304,17.496,0.0,0.0,23.76,24.3,17.496,54.432,34.56,20.304,17.496,HP,HP,HP,Energy Regeneration Rate,"Guard of Wuthering Snow, Longevous Disciple",Broken Keel
1002442,70,Silver Wolf,80,Quantum,Resolution Shines As Pearls of Sweat,80,4,10,8,8,3577.213,1877.323,921.787,138.932,25.736,67.496,56.88,0.0,5.0,15.552,96.192,77.112,6.9,39.744,0.0,14.04,20.736,17.496,15.552,34.992,12.312,Effect Hit Rate,SPD,Quantum DMG Boost,Break Effect,Genius of Brilliant Stars,Sprightly Vonwacq
1002442,70,Seele,80,Quantum,In the Night,80,5,10,10,8,3295.95,3030.893,1124.652,140.032,37.58,149.616,48.88,0.0,0.0,16.416,18.144,35.64,0.0,26.352,0.0,14.04,14.58,59.616,16.416,18.144,35.64,ATK,SPD,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Celestial Differentiator
1002443,70,Evernight,80,Ice,To Evernight's Stars,80,6,10,10,10,7873.256,1517.977,1079.04,103.3,65.396,203.268,38.88,0.0,0.0,0.0,15.12,12.312,4.3,37.584,8.64,0.0,33.696,75.168,0.0,15.12,12.312,CRIT DMG,HP,Ice DMG Boost,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1002443,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80,6,10,10,10,5438.93,1361.457,1228.169,90.32,49.724,237.636,10.0,0.0,19.439,8.208,17.28,10.368,2.0,24.624,0.0,4.32,32.724,85.536,8.208,17.28,10.368,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002443,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,6,10,10,10,4588.653,1290.487,1293.193,214.232,11.156,113.504,0.0,34.561,19.439,36.576,0.0,10.368,32.2,15.552,4.32,0.0,6.156,63.504,18.576,0.0,10.368,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1002443,70,Silver Wolf,80,Quantum,Before the Tutorial Mission Starts,80,6,10,10,10,4491.658,2399.019,1034.717,157.452,11.156,78.512,8.0,0.0,19.439,25.12,65.776,34.792,19.0,38.448,8.64,23.76,6.156,28.512,15.12,7.776,18.792,ATK,SPD,HP,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Watchmaker, Master of Dream Machinations",Broken Keel
1002443,70,Sparkle,80,Quantum,Earthly Escapade,80,6,10,10,10,4404.567,1575.629,1628.519,160.292,22.172,240.136,0.0,0.0,19.439,39.44,0.0,11.664,28.2,16.416,12.096,9.72,17.172,69.336,19.44,0.0,11.664,CRIT DMG,SPD,DEF,Energy Regeneration Rate,"Warrior Goddess of Sun and Thunder, Flex",Broken Keel
1002443,70,Yunli,80,Physical,Dance at Sunset,80,6,10,10,10,3699.787,3434.043,1053.61,98.3,91.896,172.832,38.88,0.0,0.0,11.664,8.208,18.144,4.3,4.32,12.528,14.04,41.796,86.832,11.664,8.208,18.144,CRIT Rate,ATK,Physical DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1002443,70,Huohuo,80,Wind,Quid Pro Quo,80,6,10,10,10,5206.846,1468.143,1100.573,161.732,11.156,72.68,10.0,34.561,24.439,33.552,11.232,17.496,33.7,19.008,3.456,13.5,6.156,22.68,15.552,11.232,17.496,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Eagle of Twilight Line,"Lushaka, the Sunken Seas"
1002443,70,Saber,80,Wind,A Thankless Coronation,80,6,10,10,10,3446.376,2892.582,1443.994,101.0,71.008,229.008,61.28,0.0,0.0,3.456,8.64,0.0,0.0,11.232,20.304,20.52,46.008,62.208,3.456,8.64,0.0,CRIT DMG,ATK,Wind DMG Boost,ATK,Wavestrider Captain,Inert Salsotto
1002444,70,Saber,80,Wind,A Thankless Coronation,80,6,10,10,10,3400.173,2349.044,1248.026,134.932,57.5,249.096,61.28,0.0,0.0,3.888,19.44,12.312,8.9,7.776,11.664,5.4,40.5,82.296,3.888,19.44,12.312,CRIT DMG,SPD,Wind DMG Boost,ATK,Wavestrider Captain,Firmament Frontline: Glamoth
1002444,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,2,10,10,10,7528.223,1545.269,1127.02,92.3,58.044,220.764,63.28,0.0,0.0,3.456,7.344,6.48,4.9,0.0,8.208,25.38,34.344,92.664,3.456,7.344,6.48,CRIT DMG,HP,Quantum DMG Boost,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002444,70,The Herta,80,Ice,Into the Unreachable Veil,80,6,10,10,10,2864.738,3309.759,1081.27,111.5,99.744,152.384,61.28,0.0,0.0,3.888,11.664,10.368,7.5,0.0,16.416,14.04,34.344,102.384,3.888,11.664,10.368,CRIT Rate,ATK,Ice DMG Boost,ATK,Scholar Lost in Erudition,Rutilant Arena
1002444,70,Robin,80,Physical,For Tomorrow's Journey,80,1,10,10,10,3341.801,4339.989,991.386,120.8,30.272,50.0,0.0,0.0,24.439,7.776,0.0,35.64,13.8,12.528,39.744,19.44,25.272,0.0,7.776,0.0,35.64,ATK,ATK,ATK,Energy Regeneration Rate,"Prisoner in Deep Confinement, Flex",Sprightly Vonwacq
1002444,70,Evernight,80,Ice,To Evernight's Stars,80,6,10,10,10,7247.223,1601.376,1227.899,99.0,63.452,217.524,38.88,0.0,0.0,12.096,4.32,17.496,0.0,7.776,16.416,14.04,31.752,89.424,12.096,4.32,17.496,CRIT DMG,HP,Ice DMG Boost,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1002444,70,Lingsha,80,Fire,What Is Real?,80,1,10,10,10,4319.984,2284.733,845.664,155.112,14.396,55.832,0.0,34.561,19.439,8.208,28.08,143.42,26.2,29.808,22.032,0.0,9.396,5.832,8.208,28.08,42.12,Outgoing Healing Boost,SPD,ATK,Energy Regeneration Rate,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1002444,70,Sparkle,80,Quantum,Earthly Escapade,80,1,10,10,10,4088.319,1523.785,1150.98,166.352,14.396,239.488,0.0,0.0,19.439,39.44,0.0,11.016,28.2,16.416,7.776,17.82,9.396,68.688,19.44,0.0,11.016,CRIT DMG,SPD,Imaginary DMG Boost,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Sacerdos' Relived Ordeal",Broken Keel
1002444,70,Hyacine,80,Wind,The Story's Next Page,80,1,10,10,10,5033.98,1316.367,1290.051,201.032,8.24,55.184,0.0,34.561,19.439,24.096,3.888,5.832,38.8,19.008,7.776,15.66,3.24,5.184,12.096,3.888,5.832,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1002445,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,8958.405,1547.794,917.987,92.0,59.988,197.436,24.4,0.0,0.0,11.664,19.872,43.416,4.6,11.664,11.664,0.0,36.288,69.336,11.664,19.872,43.416,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002445,70,Firefly,80,Fire,On the Fall of an Aeon,80,6,10,10,10,2999.801,2807.577,1249.123,154.372,25.412,68.144,0.0,0.0,0.0,22.32,3.888,169.292,14.1,22.464,41.472,4.86,20.412,18.144,4.32,3.888,51.192,ATK,SPD,ATK,Break Effect,Iron Cavalry Against the Scourge,Forge of the Kalpagni Lantern
1002445,70,Evernight,80,Ice,To Evernight's Stars,80,6,10,10,10,8676.649,1576.689,1117.134,99.0,55.352,216.228,0.0,0.0,0.0,0.0,7.776,11.016,0.0,34.128,3.456,4.86,23.652,88.128,0.0,7.776,11.016,CRIT DMG,HP,HP,HP,World-Remaking Deliverer,Arcadia of Woven Dreams
1002445,70,Acheron,80,Lightning,Along the Passing Shore,80,4,10,10,10,3046.313,3156.65,1061.678,142.432,65.376,181.28,46.88,0.0,0.0,0.0,12.528,5.184,16.4,3.888,24.192,20.52,23.976,71.28,0.0,12.528,5.184,CRIT Rate,SPD,Lightning DMG Boost,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1002445,70,Kafka,80,Lightning,Before the Tutorial Mission Starts,80,5,10,10,10,3151.107,2151.188,903.962,154.332,10.184,89.528,38.88,0.0,24.439,8.208,124.96,28.512,29.3,4.32,27.648,10.8,5.184,39.528,8.208,23.76,28.512,Effect Hit Rate,SPD,Lightning DMG Boost,Energy Regeneration Rate,Eagle of Twilight Line,"Lushaka, the Sunken Seas"
1002446,70,Sunday,80,Imaginary,A Grounded Ascent,80,6,10,10,10,4478.322,1647.891,1518.607,134.292,10.508,214.956,0.0,0.0,19.439,60.832,18.144,11.016,7.5,6.912,15.984,27.0,5.508,62.856,32.832,18.144,11.016,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,Broken Keel
1002446,70,Cyrene,80,Ice,Memory's Curtain Never Falls,80,6,10,10,10,6090.06,1482.471,1526.743,200.672,29.2,170.244,0.0,0.0,0.0,0.0,0.0,0.0,41.4,16.848,7.776,54.0,16.2,18.144,0.0,0.0,0.0,CRIT DMG,SPD,HP,HP,"Messenger Traversing Hackerspace, Warrior Goddess of Sun and Thunder","Amphoreus, The Eternal Land"
1002446,70,Robin,80,Physical,Flowing Nightglow,80,6,10,10,10,3973.93,4553.554,1348.2,121.1,14.072,50.0,0.0,0.0,24.439,15.984,8.208,5.832,14.1,19.44,37.152,39.96,9.072,0.0,15.984,8.208,5.832,ATK,ATK,ATK,Energy Regeneration Rate,"Musketeer of Wild Wheat, The Wind-Soaring Valorous","Lushaka, the Sunken Seas"
1002446,70,Feixiao,80,Wind,I Venture Forth to Hunt,80,6,10,10,10,2705.976,3486.409,1200.333,135.3,89.516,150.44,38.88,0.0,0.0,0.0,0.0,6.48,23.3,0.0,23.76,24.3,51.516,35.64,0.0,0.0,6.48,CRIT DMG,ATK,Wind DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1002446,70,Evernight,80,Ice,To Evernight's Stars,80,6,10,10,10,8188.13,1543.618,1141.117,118.8,65.72,202.62,0.0,0.0,0.0,4.32,12.096,11.664,19.8,11.664,4.32,9.18,34.02,74.52,4.32,12.096,11.664,CRIT DMG,HP,HP,HP,World-Remaking Deliverer,Bone Collection's Serene Demesne
1002446,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,6,10,10,10,4867.199,1217.16,1558.009,199.532,13.424,125.168,0.0,34.561,19.439,33.12,0.0,6.48,17.5,29.808,0.0,24.84,8.424,75.168,15.12,0.0,6.48,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1002446,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,9264.352,1533.292,996.839,89.7,67.764,194.844,24.4,0.0,0.0,7.776,0.0,18.792,2.3,19.44,12.096,4.86,44.064,66.744,7.776,0.0,18.792,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002446,70,The Herta,80,Ice,Into the Unreachable Veil,80,6,10,10,10,3189.709,3546.942,1178.793,104.6,72.628,163.4,61.28,0.0,0.0,0.0,11.232,0.0,2.6,15.552,22.464,10.26,47.628,48.6,0.0,11.232,0.0,CRIT DMG,ATK,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1002447,70,Himeko,80,Fire,Night on the Milky Way,80,6,10,10,10,3424.855,3422.281,909.985,100.6,44.428,177.656,71.28,0.0,0.0,22.96,8.208,0.0,4.6,18.144,19.008,4.86,31.428,62.856,12.96,8.208,0.0,CRIT DMG,ATK,Fire DMG Boost,ATK,Firesmith of Lava-Forging,Inert Salsotto
1002447,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,6,10,10,10,4804.623,1329.181,1528.636,207.632,5.0,120.632,0.0,34.561,19.439,37.872,0.0,0.0,25.6,27.216,12.96,23.22,0.0,70.632,19.872,0.0,0.0,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1002447,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80,6,10,10,10,5264.356,1611.783,1363.093,88.32,37.412,209.772,10.0,0.0,19.439,3.456,12.096,11.016,0.0,11.664,30.672,5.4,20.412,57.672,3.456,12.096,11.016,CRIT DMG,HP,HP,Energy Regeneration Rate,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002447,70,Castorice,80,Quantum,Make Farewells More Beautiful,80,6,10,10,10,9155.66,1716.123,939.154,92.0,53.184,208.452,24.4,0.0,0.0,12.096,10.368,5.184,4.6,15.984,27.648,4.32,29.484,80.352,12.096,10.368,5.184,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002447,70,The Herta,80,Ice,Into the Unreachable Veil,80,6,10,10,10,3637.63,2681.882,1003.189,133.932,59.668,175.712,61.28,0.0,0.0,4.32,7.344,16.848,4.9,28.512,0.0,0.0,34.668,60.912,4.32,7.344,16.848,CRIT DMG,SPD,Ice DMG Boost,ATK,Scholar Lost in Erudition,Izumo Gensei and Takama Divine Realm
1002447,70,Jingliu,80,Ice,I Shall Be My Own Sword,80,6,10,10,10,6461.261,1726.254,1016.42,139.532,77.8,144.236,0.0,0.0,0.0,36.288,12.528,5.832,9.5,12.96,0.0,5.4,32.4,36.936,36.288,12.528,5.832,CRIT Rate,SPD,HP,HP,"Scholar Lost in Erudition, Flex",Bone Collection's Serene Demesne
1002447,70,Acheron,80,Lightning,Along the Passing Shore,80,6,10,10,10,3007.243,3982.013,1005.551,105.9,53.712,211.736,8.0,0.0,0.0,0.0,30.24,33.696,4.9,3.456,0.0,14.04,12.312,101.736,0.0,30.24,33.696,CRIT Rate,ATK,ATK,ATK,Pioneer Diver of Dead Waters,Izumo Gensei and Takama Divine Realm
1002447,70,Seele,80,Quantum,,,6,10,10,10,1819.495,1912.849,495.624,126.5,43.88,209.432,48.88,0.0,0.0,10.368,0.0,17.496,11.5,7.776,14.256,9.18,38.88,70.632,10.368,0.0,17.496,CRIT DMG,ATK,Quantum DMG Boost,ATK,"Genius of Brilliant Stars, Hunter of Glacial Forest",Firmament Frontline: Glamoth
1002448,70,Tribbie,80,Quantum,Dance! Dance! Dance!,80,6,10,10,10,6049.644,1358.067,1384.433,92.92,74.024,174.132,10.0,0.0,0.0,7.776,8.64,22.68,4.6,15.552,3.888,9.18,24.624,86.832,7.776,8.64,22.68,CRIT Rate,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
1002448,70,Jiaoqiu,80,Fire,Those Many Springs,80,6,10,10,10,2454.788,2204.89,1815.045,153.032,10.832,66.848,14.4,0.0,0.0,8.64,155.824,16.848,25.0,0.0,11.664,14.04,5.832,16.848,8.64,24.624,16.848,Effect Hit Rate,SPD,DEF,ATK,"Eagle of Twilight Line, Flex",
1002448,70,Argenti,80,Physical,An Instant Before A Gaze,80,6,10,10,10,3022.438,3106.335,888.264,136.032,41.836,213.008,53.28,0.0,0.0,15.552,11.232,23.328,8.0,0.0,32.832,0.0,28.836,62.208,15.552,11.232,23.328,CRIT DMG,SPD,Physical DMG Boost,ATK,Scholar Lost in Erudition,
1002448,70,Acheron,80,Lightning,Along the Passing Shore,80,6,10,10,10,3310.47,3460.696,937.771,112.8,101.028,155.36,46.88,0.0,0.0,0.0,4.32,16.2,11.8,15.984,11.664,5.4,47.628,45.36,0.0,4.32,16.2,CRIT Rate,ATK,Lightning DMG Boost,ATK,Scholar Lost in Erudition,Inert Salsotto
1002449,70,Yunli,80,Physical,Dance at Sunset,80,5,10,10,10,4215.006,3317.266,1319.997,94.0,82.176,174.128,38.88,0.0,0.0,0.0,11.232,11.664,0.0,27.216,8.64,41.04,32.076,88.128,0.0,11.232,11.664,CRIT Rate,ATK,Physical DMG Boost,ATK,The Wind-Soaring Valorous,"Duran, Dynasty of Running Wolves"
1002449,70,Jiaoqiu,80,Fire,Eyes of the Prey,80,6,8,10,10,3391.82,2457.129,1131.648,151.332,25.088,56.48,53.28,0.0,0.0,4.32,131.504,5.184,23.3,11.664,21.168,25.38,20.088,6.48,4.32,20.304,5.184,Effect Hit Rate,SPD,Fire DMG Boost,ATK,"Prisoner in Deep Confinement, Flex",Revelry by the Sea
1002449,70,Saber,80,Wind,A Thankless Coronation,80,7,12,12,12,3590.323,2276.742,1392.581,150.132,61.612,168.296,61.28,0.0,0.0,3.456,12.528,5.184,24.1,11.232,7.344,12.96,36.612,17.496,3.456,12.528,5.184,CRIT DMG,SPD,Wind DMG Boost,ATK,Scholar Lost in Erudition,Firmament Frontline: Glamoth
1002449,70,Kafka,80,Lightning,Patience Is All You Need,80,4,10,10,8,3170.97,2808.973,1186.77,154.932,7.592,77.864,62.88,0.0,24.439,10.8,45.216,5.184,29.9,0.0,19.008,15.12,2.592,27.864,10.8,27.216,5.184,ATK,SPD,Lightning DMG Boost,Energy Regeneration Rate,Eagle of Twilight Line,"Lushaka, the Sunken Seas"
1002449,70,Rappa,80,Imaginary,Ninjutsu Inscription: Dazzling Evilbreaker,80,6,7,10,10,3644.279,3041.038,1032.383,146.132,7.592,55.832,38.88,0.0,0.0,7.344,12.96,205.74,16.1,34.56,26.784,0.0,2.592,5.832,7.344,12.96,35.64,ATK,SPD,Imaginary DMG Boost,Break Effect,Iron Cavalry Against the Scourge,Talia: Kingdom of Banditry
1002449,70,Sparkle,80,Quantum,Earthly Escapade,80,2,9,10,9,4094.177,1660.397,1853.946,152.492,43.556,133.864,0.0,0.0,19.439,35.552,7.776,16.848,20.4,0.0,15.12,29.7,6.156,27.864,15.552,7.776,16.848,CRIT Rate,SPD,DEF,Energy Regeneration Rate,"Messenger Traversing Hackerspace, Flex",Broken Keel
1002449,70,Aglaea,80,Lightning,Time Woven Into Gold,80,6,10,10,10,3177.201,2577.51,1111.32,155.132,71.756,141.816,61.28,0.0,0.0,6.912,10.8,16.848,16.1,4.32,4.32,13.5,22.356,75.816,6.912,10.8,16.848,CRIT Rate,SPD,Lightning DMG Boost,ATK,Hero of Triumphant Song,The Wondrous BananAmusement Park
1002449,70,The Herta,80,Ice,Into the Unreachable Veil,80,3,10,10,10,3031.714,3192.653,1313.686,110.6,86.784,114.8,22.4,0.0,0.0,12.096,12.528,5.832,6.6,3.888,7.344,25.38,21.384,64.8,12.096,12.528,5.832,CRIT Rate,ATK,Quantum DMG Boost,ATK,Scholar Lost in Erudition,Rutilant Arena
1002450,70,Phainon,80,Physical,Thus Burns the Dawn,80,6,10,10,10,3136.394,2815.489,1361.173,117.3,81.476,180.412,38.88,0.0,0.0,27.648,7.344,0.0,6.3,0.0,0.0,18.9,32.076,77.112,27.648,7.344,0.0,CRIT Rate,ATK,Physical DMG Boost,ATK,Wavestrider Captain,Arcadia of Woven Dreams
1002450,70,Hyacine,80,Wind,Long May Rainbows Adorn the Sky,80,2,10,10,10,5151.047,1217.16,1554.404,210.132,14.396,92.12,0.0,34.561,19.439,40.464,0.0,0.0,28.1,37.152,0.0,34.02,9.396,42.12,22.464,0.0,0.0,Outgoing Healing Boost,SPD,HP,Energy Regeneration Rate,Warrior Goddess of Sun and Thunder,Giant Tree of Rapt Brooding
1002450,70,Sunday,80,Imaginary,A Grounded Ascent,80,1,10,10,10,4352.829,1531.878,1493.297,135.992,7.592,236.34,0.0,0.0,19.439,55.216,16.416,22.68,9.2,3.456,3.888,19.44,2.592,84.24,27.216,16.416,22.68,CRIT DMG,SPD,HP,Energy Regeneration Rate,Sacerdos' Relived Ordeal,Broken Keel
1002450,70,Dan Heng â€¢ Permansor Terrae,80,Physical,Brighter Than the Sun,80,1,10,10,10,3437.0,4302.735,1490.725,131.9,5.0,50.0,0.0,0.0,5.0,20.304,22.896,23.976,29.9,16.416,16.416,14.58,0.0,0.0,20.304,22.896,23.976,ATK,ATK,ATK,ATK,Self-Enshrouded Recluse,"Lushaka, the Sunken Seas"
1002450,70,Archer,80,Quantum,The Hell Where Ideals Burn,80,5,10,10,10,3207.998,2976.403,1188.831,105.0,105.36,140.072,71.28,0.0,0.0,12.096,0.0,27.864,0.0,16.416,12.096,15.12,37.26,90.072,12.096,0.0,27.864,CRIT Rate,ATK,Quantum DMG Boost,ATK,Genius of Brilliant Stars,Rutilant Arena
1002450,70,Castorice,80,Quantum,"Sweat Now, Cry Less",80,2,10,10,10,7876.501,1619.731,737.939,92.0,66.86,209.1,24.4,0.0,0.0,7.776,14.256,5.832,4.6,22.464,20.304,4.86,29.16,81.0,7.776,14.256,5.832,CRIT DMG,HP,HP,HP,Poet of Mourning Collapse,Bone Collection's Serene Demesne
