uid,floor,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff,hard_mode
1001070,1,4,2,Rappa,Imaginary Trailblazer,Ruan Mei,Lingsha,0,6,0,0,,False
1001070,2,5,1,Anaxa,Sunday,Cerydra,Huohuo,0,0,0,0,,False
1001070,3,2,3,Castorice,Silver Wolf,Tribbie,Gallagher,0,0,0,6,,False
1001071,1,1,3,Firefly,Fugue,Ruan Mei,Lingsha,2,1,2,0,,False
1001071,2,1,3,Phainon,Robin,Sunday,Huohuo,2,1,0,0,,False
1001071,3,0,3,Castorice,Mydei,Tribbie,Luocha,6,6,2,0,,False
1001071,4,2,3,Castorice,Tribbie,Evernight,Huohuo,6,2,0,0,Hammer and Anvil,False
1001072,1,2,3,Rappa,Fugue,Ruan Mei,Lingsha,0,0,1,0,,False
1001072,2,6,1,Archer,Silver Wolf,Sparkle,Dan Heng • Permansor Terrae,0,0,0,0,,False
1001072,3,2,3,Castorice,Tribbie,Ice Trailblazer,Luocha,0,0,6,0,,False
1001074,1,2,3,The Herta,Anaxa,Tribbie,Hyacine,2,0,1,0,,False
1001075,1,4,2,Firefly,Gallagher,Imaginary Trailblazer,Ruan Mei,0,6,6,0,,False
1001075,2,5,1,Black Swan,Tingyun,Kafka,Huohuo,1,6,1,0,,False
1001075,3,3,2,Castorice,Hyacine,Robin,Tribbie,0,0,0,0,,False
1001076,2,5,1,Blade,Ice Trailblazer,Sparkle,Luocha,3,6,0,1,,False
1001076,3,6,1,Phainon,Sunday,Tingyun,Aventurine,0,0,6,0,,False
1001078,1,2,3,Acheron,Tribbie,Gallagher,Jiaoqiu,2,1,6,0,,False
1001078,2,1,3,Hysilens,Kafka,Black Swan,Huohuo,0,1,1,0,,False
1001078,3,0,3,Castorice,Hyacine,Evernight,Ice Trailblazer,2,0,0,6,,False
1001078,4,0,3,Castorice,Hyacine,Evernight,Tribbie,2,0,0,1,Think Outside the Box,False
1001079,1,3,2,Lingsha,Jade,Silver Wolf,The Herta,0,0,0,2,,False
1001079,2,5,1,Boothill,Ruan Mei,Fugue,Huohuo,0,1,0,0,,False
1001079,3,0,3,Blade,Sunday,Tribbie,Hyacine,0,0,1,0,,False
1001079,4,4,2,Tribbie,Evernight,Hyacine,Ice Trailblazer,1,0,0,6,Think Outside the Box,False
1015687,1,5,1,Phainon,Aventurine,Sunday,Cerydra,0,0,0,0,,False
1015687,2,4,2,Kafka,Black Swan,Hysilens,Huohuo,0,0,0,0,,False
1001080,1,2,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,0,0,0,6,,False
1001080,2,2,3,Hysilens,Kafka,Black Swan,Fu Xuan,0,0,0,1,,False
1001080,3,2,3,Castorice,Evernight,Tribbie,Luocha,0,0,0,0,,False
1001080,4,6,1,Castorice,Evernight,Tribbie,Luocha,0,0,0,0,Think Outside the Box,False
1001081,1,0,3,Lingsha,Fugue,Ruan Mei,Imaginary Trailblazer,1,0,1,6,,False
1001081,2,0,3,Phainon,Sunday,Sparkle,Robin,2,0,2,1,,False
1001081,3,0,3,Castorice,Evernight,Tribbie,Hyacine,0,0,1,0,,False
1001081,4,0,3,Phainon,Sunday,Sparkle,Robin,2,0,2,1,Think Outside the Box,False
1015688,1,3,2,Aglaea,Sunday,Ruan Mei,Gallagher,1,1,0,6,,False
1015689,1,3,2,Boothill,Ruan Mei,Imaginary Trailblazer,Gallagher,3,0,6,6,,False
1001082,1,3,2,Phainon,Sunday,Cerydra,Dan Heng • Permansor Terrae,0,0,0,0,,False
1001082,2,6,1,The Herta,Anaxa,Robin,Huohuo,2,0,0,0,,False
1001082,3,3,2,Castorice,Tribbie,Ice Trailblazer,Gallagher,0,0,6,6,,False
1001082,4,6,1,The Herta,Anaxa,Ice Trailblazer,Dan Heng • Permansor Terrae,2,0,6,0,Hammer and Anvil,False
1001083,1,2,3,Firefly,Fugue,Imaginary Trailblazer,Ruan Mei,0,0,6,0,,False
1001083,2,3,2,Hysilens,Kafka,Black Swan,Huohuo,0,0,0,0,,False
1001083,3,1,3,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,,False
1001083,4,4,2,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,Think Outside the Box,False
1001084,1,4,2,Lingsha,Ruan Mei,Fugue,Firefly,0,1,0,0,,False
1001084,3,1,3,Hyacine,Tribbie,Evernight,Castorice,0,0,0,0,,False
1015691,1,1,3,Phainon,Sunday,Bronya,Dan Heng • Permansor Terrae,2,0,1,0,,False
1015691,2,5,1,Lingsha,Fugue,Ruan Mei,Imaginary Trailblazer,0,1,0,6,,False
1015692,1,1,3,Firefly,Fugue,Ruan Mei,Gallagher,6,0,0,6,,False
1015692,3,2,3,Castorice,Ice Trailblazer,Hyacine,Pela,0,6,0,4,,False
1001085,1,1,3,Aglaea,Sunday,Robin,Huohuo,1,0,0,0,,False
1001085,2,1,3,Hysilens,Kafka,Aventurine,Black Swan,0,0,0,0,,False
1001085,3,2,3,Castorice,Ice Trailblazer,Tribbie,Gallagher,0,6,0,6,,False
1001086,1,4,2,Ruan Mei,Gallagher,Firefly,Fugue,1,6,1,0,,False
1001086,2,2,3,Hysilens,Black Swan,Kafka,Huohuo,0,0,0,0,,False
1001086,3,1,3,Castorice,Blade,Tribbie,Hyacine,0,0,0,0,,False
1001087,1,1,3,Mydei,Sunday,Fugue,Ruan Mei,0,0,1,1,,False
1001087,2,1,3,Hysilens,Kafka,Black Swan,Fu Xuan,0,1,1,0,,False
1001087,3,1,3,The Herta,Tribbie,Argenti,Hyacine,0,0,0,0,,False
1001087,4,5,1,Tribbie,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,Think Outside the Box,False
1001088,1,1,3,Acheron,Cipher,Dan Heng • Permansor Terrae,Sunday,2,0,0,0,,False
1001088,2,2,3,Black Swan,Hysilens,Kafka,Huohuo,0,0,0,1,,False
1001088,3,0,3,Ice Trailblazer,Evernight,Tribbie,Hyacine,6,0,0,1,,False
1001088,4,2,3,Castorice,Evernight,Ice Trailblazer,Hyacine,1,0,6,1,Think Outside the Box,False
1001089,1,3,2,Phainon,Dan Heng • Permansor Terrae,Bronya,Sunday,0,0,1,0,,False
1001089,2,2,3,Black Swan,Luocha,Kafka,Hysilens,0,0,0,0,,False
1001089,3,1,3,Castorice,Ice Trailblazer,Evernight,Hyacine,0,6,0,0,,False
1001089,4,4,2,Castorice,Evernight,Hyacine,Ice Trailblazer,0,0,0,6,Think Outside the Box,False
1001090,1,2,3,Anaxa,Sunday,Tribbie,Ruan Mei,0,0,1,0,,False
1001090,2,1,3,Hysilens,Kafka,Black Swan,Gallagher,1,0,0,6,,False
1001090,3,2,3,Phainon,Sparkle,Bronya,Huohuo,2,0,0,0,,False
1001090,4,1,3,Phainon,Sunday,Bronya,Dan Heng • Permansor Terrae,2,0,0,2,Hammer and Anvil,False
1001091,1,2,3,Acheron,Cipher,Gallagher,Sunday,2,0,6,0,,False
1001091,2,0,3,Castorice,Evernight,Ruan Mei,Hyacine,2,1,1,1,,False
1001091,3,2,3,Anaxa,Ice Trailblazer,Dan Heng • Permansor Terrae,Tribbie,1,6,0,1,,False
1001091,4,0,3,Castorice,Hyacine,Tribbie,Evernight,2,1,1,1,Think Outside the Box,False
1001092,1,2,3,Phainon,Cerydra,Tingyun,Bronya,2,0,6,1,,False
1001092,2,5,1,Feixiao,Imaginary March 7th,Robin,Huohuo,2,6,1,0,,False
1001092,3,5,1,Ice Trailblazer,Luocha,Jingliu,Tribbie,6,0,0,1,,False
1001092,4,5,1,Phainon,Dan Heng • Permansor Terrae,Cerydra,Bronya,2,0,0,1,Hammer and Anvil,False
1015693,1,5,1,Phainon,Ruan Mei,Bronya,Sparkle,0,0,1,0,,False
1015693,2,5,1,Kafka,Black Swan,Silver Wolf,Dan Heng • Permansor Terrae,0,0,0,0,,False
1015693,3,4,2,Castorice,Evernight,Ice Trailblazer,Gallagher,0,0,6,6,,False
1001093,1,4,2,The Herta,Anaxa,Tribbie,Dan Heng • Permansor Terrae,0,0,0,0,,False
1001093,2,2,3,Hysilens,Kafka,Black Swan,Huohuo,0,0,0,0,,False
1001093,3,2,3,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001093,4,6,1,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,Think Outside the Box,False
1001094,1,5,1,Firefly,Fugue,Ruan Mei,Gallagher,0,0,0,6,,False
1001094,2,0,3,Castorice,Hyacine,Ice Trailblazer,Tribbie,2,0,6,1,,False
1001095,1,2,3,Phainon,Bronya,Cerydra,Sunday,0,3,0,0,,False
1001095,2,4,2,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001095,3,2,3,Archer,Sparkle,Robin,Aventurine,0,0,1,0,,False
1001095,4,6,1,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,Think Outside the Box,False
1001096,1,1,3,Anaxa,Ice Trailblazer,Cerydra,Tingyun,1,6,0,6,,False
1001096,2,1,3,Archer,Sparkle,Silver Wolf,Gallagher,2,0,0,6,,False
1001096,3,1,3,The Herta,Tribbie,Aventurine,Herta,2,1,0,6,,False
1001096,4,5,1,Archer,Sparkle,Silver Wolf,Gallagher,2,0,0,6,Hammer and Anvil,False
1001097,1,0,3,Anaxa,Sunday,Dan Heng • Permansor Terrae,Cerydra,2,0,0,0,,False
1001097,2,2,3,Boothill,Fugue,Ruan Mei,Gallagher,1,1,1,6,,False
1001097,3,0,3,Ice Trailblazer,Evernight,Tribbie,Luocha,6,2,0,0,,False
1001097,4,4,2,Ice Trailblazer,Evernight,Tribbie,Luocha,6,2,0,0,Hammer and Anvil,False
1001098,1,2,3,Acheron,Ice Trailblazer,Aventurine,Silver Wolf,2,6,0,1,,False
1001098,2,4,2,Saber,Dan Heng • Permansor Terrae,Tingyun,Sunday,1,0,6,0,,False
1001098,3,3,2,The Herta,Tribbie,Gallagher,Anaxa,0,0,6,0,,False
1001099,1,2,3,Fugue,Rappa,Ruan Mei,Lingsha,0,0,2,0,,False
1001099,2,0,3,Kafka,Black Swan,Hysilens,Fu Xuan,6,0,1,0,,False
1001099,3,1,3,Evernight,Castorice,Tribbie,Hyacine,0,0,0,0,,False
1001099,4,4,2,Kafka,Black Swan,Hysilens,Hyacine,6,0,1,0,Hammer and Anvil,False
1001100,1,2,3,Phainon,Sunday,Cerydra,Bronya,0,1,0,4,,False
1001100,2,2,3,Hysilens,Kafka,Robin,Gallagher,0,0,0,6,,False
1001100,3,2,3,Archer,Sparkle,Dan Heng • Permansor Terrae,Ice Trailblazer,0,0,0,6,,False
1001100,4,6,1,Cerydra,Phainon,Dan Heng • Permansor Terrae,Sunday,0,0,0,1,Hammer and Anvil,False
1001102,1,1,3,Acheron,Jiaoqiu,Sunday,Dan Heng • Permansor Terrae,3,0,0,0,,False
1001102,3,2,3,Ice Trailblazer,Evernight,Tribbie,Huohuo,6,0,0,0,,False
1001104,1,2,3,Castorice,Tribbie,Huohuo,Sunday,5,1,0,1,,False
1001104,2,0,3,Firefly,Fugue,Lingsha,Ruan Mei,6,6,1,2,,False
1001104,3,1,3,Robin,Clara,Aventurine,Cipher,6,6,0,0,,False
1001104,4,4,2,Castorice,Evernight,Luocha,Tribbie,5,0,0,1,Hammer and Anvil,False
1001105,1,4,2,Firefly,Ruan Mei,Fugue,Gallagher,0,0,0,6,,False
1001105,2,4,2,Hysilens,Kafka,Robin,Dan Heng • Permansor Terrae,0,0,0,0,,False
1001105,3,1,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,0,6,0,0,,False
1001105,4,5,1,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,Think Outside the Box,False
1001106,1,3,2,Firefly,Fugue,Ruan Mei,Aventurine,2,1,0,0,,False
1001107,1,4,2,Firefly,Imaginary Trailblazer,Gallagher,Ruan Mei,0,6,6,0,,False
1001107,2,5,1,Acheron,Tribbie,Jiaoqiu,Aventurine,2,1,0,0,,False
1001107,3,0,3,Phainon,Cerydra,Sunday,Dan Heng • Permansor Terrae,2,0,0,0,,False
1001107,4,3,2,Phainon,Cerydra,Sunday,Dan Heng • Permansor Terrae,2,0,0,0,Hammer and Anvil,False
1015695,2,3,2,Hysilens,Kafka,Black Swan,Aventurine,0,0,0,0,,False
1015695,3,3,2,Castorice,Ice Trailblazer,Evernight,Lingsha,2,6,0,0,,False
1001108,1,0,3,Firefly,Fugue,Ruan Mei,Lingsha,2,0,3,1,,False
1001108,2,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2,0,6,1,,False
1001108,3,0,3,Phainon,Sunday,Bronya,Robin,2,1,5,1,,False
1001108,4,0,3,Evernight,Castorice,Tribbie,Hyacine,2,2,0,1,Think Outside the Box,False
1001109,1,4,2,Firefly,Fugue,Ruan Mei,Gallagher,0,0,0,6,,False
1001109,2,6,1,The Herta,Dan Heng • Permansor Terrae,Ice Trailblazer,Herta,0,0,6,5,,False
1001109,3,0,3,Castorice,Hyacine,Sparkle,Bronya,2,2,0,3,,False
1001109,4,3,2,Castorice,Hyacine,Ice Trailblazer,Sparkle,2,2,6,0,Think Outside the Box,False
1001110,1,6,1,Tribbie,Archer,Gallagher,Dan Heng • Permansor Terrae,0,1,6,0,,False
1001110,2,3,2,Saber,Robin,Sunday,Huohuo,1,0,0,0,,False
1001110,3,0,3,Castorice,Ice Trailblazer,Evernight,Hyacine,2,6,1,0,,False
1001110,4,0,3,Castorice,Tribbie,Evernight,Hyacine,2,0,1,0,Think Outside the Box,False
1001111,1,4,2,Boothill,Fugue,Imaginary Trailblazer,Gallagher,0,0,6,6,,False
1001111,3,3,2,Archer,Sparkle,Silver Wolf,Dan Heng • Permansor Terrae,0,0,0,0,,False
1001112,1,3,2,The Herta,Anaxa,Tribbie,Huohuo,0,0,1,0,,False
1001112,2,6,1,Acheron,Jiaoqiu,Aventurine,Sparkle,3,0,0,0,,False
1001113,1,2,3,Phainon,Sunday,Cerydra,Huohuo,0,0,0,0,,False
1001113,2,1,3,Firefly,Fugue,Ruan Mei,Lingsha,6,1,1,0,,False
1001113,3,2,3,Archer,Silver Wolf,Sparkle,Gallagher,0,2,2,6,,False
1001114,1,0,3,Firefly,Fugue,Ruan Mei,Lingsha,2,1,1,1,,False
1001114,2,0,3,Kafka,Black Swan,Hysilens,Huohuo,2,1,1,0,,False
1001114,3,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2,1,6,1,,False
1001114,4,0,3,Castorice,Evernight,Ice Trailblazer,Hyacine,2,2,6,1,Think Outside the Box,False
1001115,1,1,3,Firefly,Fugue,Imaginary Trailblazer,Ruan Mei,0,0,6,0,,False
1001115,2,1,3,Phainon,Sunday,Cerydra,Dan Heng • Permansor Terrae,0,0,0,0,,False
1001115,3,2,3,Castorice,Blade,Tribbie,Gallagher,0,0,0,6,,False
1001115,4,6,1,Phainon,Dan Heng • Permansor Terrae,Cerydra,Sunday,0,0,0,0,Hammer and Anvil,False
1001116,1,2,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,0,0,0,6,,False
1001116,2,2,3,Castorice,Evernight,Blade,Hyacine,0,0,1,1,,False
1001116,3,2,3,Mydei,Silver Wolf,Tribbie,Luocha,0,1,1,2,,False
1001116,4,1,3,Castorice,Evernight,Tribbie,Hyacine,0,0,1,1,Think Outside the Box,False
1001118,1,2,3,Firefly,Ruan Mei,Fugue,Lingsha,0,1,0,0,,False
1001118,2,2,3,Saber,Sunday,Dan Heng • Permansor Terrae,Robin,1,1,0,0,,False
1001118,3,3,2,Tribbie,Castorice,Ice Trailblazer,Gallagher,0,0,6,6,,False
1001119,2,2,3,Saber,Tribbie,Sunday,Dan Heng • Permansor Terrae,0,1,0,0,,False
1001119,3,2,3,Castorice,Ice Trailblazer,Ruan Mei,Hyacine,0,6,1,0,,False
1001120,1,0,3,Rappa,Fugue,Lingsha,Ruan Mei,2,2,1,2,,False
1001120,2,0,3,Hysilens,Kafka,Jiaoqiu,Black Swan,2,2,2,2,,False
1001120,3,0,3,Castorice,Ice Trailblazer,Hyacine,Tribbie,2,6,0,2,,False
1001120,4,0,3,Castorice,Evernight,Hyacine,Tribbie,2,2,0,2,Think Outside the Box,False
1001121,1,3,2,Firefly,Fugue,Lingsha,Ruan Mei,0,0,0,1,,False
1001121,2,3,2,Hysilens,Luocha,Kafka,Black Swan,0,0,0,0,,False
1001121,3,1,3,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001121,4,5,1,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,Think Outside the Box,False
1015698,1,2,3,Firefly,Fugue,Imaginary Trailblazer,Lingsha,0,0,6,0,,False
1015698,2,4,2,Phainon,Sunday,Cerydra,Dan Heng • Permansor Terrae,0,0,0,0,,False
1015698,3,0,3,Castorice,Evernight,Ruan Mei,Hyacine,0,0,0,1,,False
1015698,4,3,2,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,1,Think Outside the Box,False
1001122,1,3,2,Phainon,Sunday,Bronya,Dan Heng • Permansor Terrae,0,1,1,0,,False
1001123,1,4,2,Firefly,Fugue,Ruan Mei,Gallagher,1,0,1,6,,False
1001123,2,4,2,Saber,Sunday,Robin,Huohuo,1,1,0,0,,False
1001123,3,1,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001123,4,6,1,Tribbie,Castorice,Hyacine,Ice Trailblazer,0,0,0,6,Think Outside the Box,False
1001124,1,2,3,Fugue,Lingsha,Ruan Mei,Rappa,0,1,0,0,,False
1001124,2,2,3,Aventurine,Hysilens,Kafka,Black Swan,0,0,0,0,,False
1001124,3,2,3,Luocha,Castorice,Evernight,Ice Trailblazer,0,0,1,6,,False
1001124,4,6,1,Luocha,Castorice,Evernight,Ice Trailblazer,0,0,1,6,Think Outside the Box,False
1001125,1,2,3,Firefly,Gallagher,Fugue,Ruan Mei,2,6,0,0,,False
1001125,2,0,3,Evernight,Castorice,Ice Trailblazer,Hyacine,2,0,6,0,,False
1001125,3,1,3,Archer,Sparkle,Tribbie,Luocha,2,0,0,0,,False
1001125,4,1,3,Castorice,Evernight,Tribbie,Hyacine,0,2,0,0,Think Outside the Box,False
1001126,1,1,3,Acheron,Cipher,Fu Xuan,Bronya,3,0,2,6,,False
1001126,2,0,3,Feixiao,Tribbie,Robin,Lingsha,2,1,1,1,,False
1001126,3,1,3,Castorice,Evernight,Ice Trailblazer,Gallagher,1,0,6,6,,False
1001126,4,4,2,Castorice,Evernight,Tribbie,Gallagher,1,0,1,6,Think Outside the Box,False
1015699,1,3,2,Firefly,Lingsha,Ruan Mei,Fugue,0,0,0,0,,False
1001127,1,4,2,Lingsha,Fugue,Ruan Mei,Firefly,0,0,0,0,,False
1001127,2,3,2,Hysilens,Kafka,Black Swan,Gallagher,0,0,0,6,,False
1001127,3,1,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001127,4,6,1,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,Think Outside the Box,False
1001128,1,5,1,Sparkle,Archer,Tingyun,Luocha,0,0,6,0,,False
1001128,2,0,3,Anaxa,Robin,Bronya,Cerydra,6,1,4,0,,False
1001128,3,1,3,Sunday,Blade,Tribbie,Gallagher,0,2,1,6,,False
1001128,4,4,2,Anaxa,Bronya,Robin,Luocha,6,4,1,0,Hammer and Anvil,False
1001129,1,2,3,Firefly,Fugue,Ruan Mei,Gallagher,0,1,0,6,,False
1001129,2,3,2,Kafka,Black Swan,Hysilens,Huohuo,0,1,0,0,,False
1001129,3,1,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001129,4,5,1,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,Hammer and Anvil,False
1001130,1,4,2,Acheron,Natasha,Jiaoqiu,Sparkle,2,6,0,2,,False
1001130,2,5,1,Imaginary Trailblazer,Gallagher,Ruan Mei,Fugue,6,6,1,1,,False
1001130,3,3,2,Luocha,Clara,Robin,Jade,2,5,1,1,,False
1001132,1,2,3,Rappa,Fugue,Ruan Mei,Lingsha,0,0,1,0,,False
1001132,2,2,3,Hysilens,Black Swan,Kafka,Aventurine,0,0,0,0,,False
1001132,3,2,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001132,4,5,1,Castorice,Tribbie,Evernight,Hyacine,0,0,0,0,Think Outside the Box,False
1001133,1,4,2,Fugue,Lingsha,Ruan Mei,Rappa,0,0,0,0,,False
1001133,2,3,2,Black Swan,Kafka,Aventurine,Hysilens,0,0,0,0,,False
1001133,3,2,3,Ice Trailblazer,Tribbie,Castorice,Gallagher,6,0,0,6,,False
1001134,1,5,1,The Herta,Anaxa,Ruan Mei,Luocha,0,0,1,3,,False
1001134,2,5,1,Phainon,Cerydra,Robin,Huohuo,0,2,1,0,,False
1001134,3,2,3,Castorice,Hyacine,Sunday,Ice Trailblazer,0,0,6,5,,False
1001135,1,5,1,The Herta,Anaxa,Luocha,Ruan Mei,0,0,0,1,,False
1001135,2,6,1,Feixiao,Moze,Aventurine,Jiaoqiu,0,6,0,0,,False
1001135,3,3,2,Phainon,Sunday,Bronya,Dan Heng • Permansor Terrae,0,0,3,0,,False
1015702,1,2,3,Anaxa,Sunday,Robin,Ruan Mei,0,0,0,0,,False
1015702,2,0,3,Hysilens,Aventurine,Black Swan,Kafka,1,0,2,2,,False
1015702,3,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,1,0,6,1,,False
1015702,4,2,3,Castorice,Evernight,Tribbie,Hyacine,1,0,0,1,Think Outside the Box,False
1001136,1,5,1,Anaxa,Cerydra,Bronya,Luocha,0,0,1,0,,False
1001136,2,6,1,Kafka,Jiaoqiu,Acheron,Aventurine,0,0,1,0,,False
1001136,3,1,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,1,6,0,,False
1001136,4,6,1,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,1,6,0,Hammer and Anvil,False
1001137,1,2,3,Firefly,Ruan Mei,Fugue,Gallagher,2,1,0,6,,False
1001137,2,2,3,Archer,Sparkle,Silver Wolf,Dan Heng • Permansor Terrae,1,0,2,0,,False
1001137,3,2,3,Castorice,Evernight,Tribbie,Luocha,0,0,1,0,,False
1001138,1,2,3,Kafka,Black Swan,Ruan Mei,Luocha,4,1,1,1,,False
1001138,2,2,3,Saber,Ice Trailblazer,Hysilens,Fu Xuan,0,6,2,1,,False
1001138,3,1,3,Archer,Sparkle,Tribbie,Gallagher,1,0,1,6,,False
1001138,4,2,3,Black Swan,Kafka,Gallagher,Hysilens,1,4,6,2,Hammer and Anvil,False
1001139,1,4,2,Firefly,Ruan Mei,Fugue,Lingsha,0,1,0,0,,False
1001139,2,2,3,Hysilens,Kafka,Black Swan,Gallagher,0,0,0,6,,False
1001139,3,4,2,Phainon,Sunday,Cerydra,Hyacine,0,0,0,0,,False
1001139,4,5,1,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,Think Outside the Box,False
1001140,1,2,3,Firefly,Imaginary Trailblazer,Ruan Mei,Gallagher,2,6,1,6,,False
1001141,1,2,3,Firefly,Fugue,Ruan Mei,Lingsha,0,0,1,0,,False
1001141,2,0,3,Hysilens,Black Swan,Kafka,Aventurine,1,0,1,0,,False
1001141,3,0,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6,1,0,,False
1001141,4,0,3,Castorice,Evernight,Tribbie,Hyacine,2,1,1,0,Think Outside the Box,False
1001142,1,2,3,Aglaea,Sunday,Ruan Mei,Aventurine,1,0,0,0,,False
1001142,2,3,2,Hysilens,Kafka,Fu Xuan,Black Swan,0,0,0,0,,False
1001142,3,2,3,Castorice,Ice Trailblazer,Tribbie,Gallagher,0,6,0,6,,False
1001143,1,2,3,Firefly,Ruan Mei,Fugue,Lingsha,2,1,0,0,,False
1001143,2,2,3,Hysilens,Kafka,Black Swan,Huohuo,0,0,0,0,,False
1001143,3,2,3,Castorice,Tribbie,Ice Trailblazer,Luocha,0,0,6,0,,False
1001143,4,6,1,Acheron,Cipher,Sunday,Dan Heng • Permansor Terrae,6,0,0,0,Hammer and Anvil,False
1001144,1,5,1,Firefly,Ruan Mei,Aventurine,Imaginary Trailblazer,0,1,0,6,,False
1001144,2,6,1,Phainon,Cerydra,Huohuo,Bronya,0,0,0,4,,False
1001144,3,3,2,Castorice,Mydei,Hyacine,Blade,0,0,0,0,,False
1001145,1,3,2,Firefly,Fugue,Ruan Mei,Lingsha,0,0,0,0,,False
1001145,2,3,2,Hysilens,Kafka,Dan Heng • Permansor Terrae,Robin,0,0,0,0,,False
1001145,3,1,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,,False
1001145,4,6,1,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0,6,0,Think Outside the Box,False
1015703,1,5,1,Hysilens,Kafka,Ruan Mei,Gallagher,1,0,0,6,,False
1001146,1,2,3,Phainon,Sunday,Bronya,Cerydra,0,0,3,0,,False
1001146,2,2,3,Hysilens,Aventurine,Kafka,Jiaoqiu,0,0,0,0,,False
1001146,3,2,3,Archer,Ruan Mei,Luocha,Sparkle,1,1,0,0,,False
1001146,4,6,1,Archer,Dan Heng • Permansor Terrae,Sparkle,Silver Wolf,1,0,0,0,Hammer and Anvil,False
1001147,1,5,1,Firefly,Imaginary Trailblazer,Gallagher,Ruan Mei,0,6,6,0,,False
1001147,2,4,2,Hysilens,Kafka,Black Swan,Aventurine,0,0,0,0,,False
1015704,2,5,1,Phainon,Cerydra,Sunday,Luocha,0,0,0,0,,False
1001148,1,4,2,Ruan Mei,Firefly,Aventurine,Imaginary Trailblazer,1,1,0,6,,False
1001148,2,6,1,Hyacine,Black Swan,Kafka,Robin,0,0,0,0,,False
1001148,3,6,1,Phainon,Sparkle,Sunday,Huohuo,0,0,0,0,,False
1001148,4,6,1,Castorice,Hyacine,Tribbie,Ice Trailblazer,0,0,0,6,Think Outside the Box,False
1001149,1,3,2,Acheron,Jiaoqiu,Fu Xuan,Bronya,6,0,0,4,,False
1001149,2,4,2,Hysilens,Kafka,Huohuo,Robin,0,0,0,0,,False
1001149,3,3,2,The Herta,Jade,Aventurine,Ice Trailblazer,0,1,1,6,,False
1001149,4,6,1,Acheron,Hysilens,Aventurine,Silver Wolf,6,0,1,0,Infantry and Calvary,False
1015707,1,2,3,Lingsha,Fugue,Silver Wolf,Firefly,1,1,0,0,,False
1015707,2,3,2,Boothill,Dan Heng • Permansor Terrae,Ruan Mei,Imaginary Trailblazer,0,0,1,6,,False
1015707,3,2,3,Huohuo,Evernight,Castorice,Tribbie,0,0,1,0,,False
1015707,4,6,1,Castorice,Evernight,Huohuo,Tribbie,1,0,0,0,Think Outside the Box,False
1001150,1,2,3,Phainon,Sunday,Bronya,Ruan Mei,0,0,3,1,,False
1001150,2,2,3,Castorice,Hyacine,Evernight,Tribbie,0,0,0,0,,False
1001150,3,2,3,Ice Trailblazer,Dan Heng • Permansor Terrae,Anaxa,Robin,6,2,0,1,,False
1001150,4,4,2,Evernight,Tribbie,Hyacine,Castorice,0,0,0,0,Think Outside the Box,False
1001151,1,2,3,Castorice,Evernight,Ruan Mei,Lingsha,0,0,1,0,,False
1001151,2,1,3,Hysilens,Kafka,Black Swan,Fu Xuan,1,1,0,0,,False
1001151,3,0,3,Archer,Tribbie,Sparkle,Hyacine,0,1,0,0,,False
1001151,4,2,3,Castorice,Evernight,Tribbie,Hyacine,0,0,1,0,Think Outside the Box,False
1001152,1,2,3,Firefly,Lingsha,Imaginary Trailblazer,Ruan Mei,2,0,6,0,,False
1001152,2,2,3,Hysilens,Kafka,Black Swan,Fu Xuan,0,3,0,1,,False
1001152,3,0,3,Castorice,Hyacine,Evernight,Sunday,2,1,0,0,,False
